Review_ID,Customer_ID,Product_ID,Order_ID,Review_Date,Rating,Review_Text,Sentiment
REV0010768,CUST001077,PRD00891,ORD00067230,2022-10-06,4,Value for money,Positive
REV0010769,CUST011110,PRD00393,ORD00067232,2026-01-03,5,Value for money,Positive
REV0010770,CUST003180,PRD00326,ORD00067239,2023-08-14,4,Value for money,Positive
REV0010771,CUST011108,PRD00199,ORD00067246,2025-11-30,2,Late delivery,Negative
REV0010772,CUST006534,PRD00412,ORD00067249,2022-11-29,1,Not satisfied,Negative
REV0010773,CUST012101,PRD00786,ORD00067257,2025-05-20,5,Average quality,Positive
REV0010774,CUST004845,PRD00863,ORD00067261,2022-08-26,1,Late delivery,Negative
REV0010775,CUST004522,PRD00906,ORD00067262,2024-04-26,5,Value for money,Positive
REV0010776,CUST012023,PRD00287,ORD00067264,2022-04-01,5,Value for money,Positive
REV0010777,CUST001732,PRD00105,ORD00067266,2024-03-16,4,Not satisfied,Positive
REV0010778,CUST010729,PRD00392,ORD00067274,2022-04-21,4,Not satisfied,Positive
REV0010779,CUST006048,PRD00389,ORD00067282,2024-11-25,5,Good product,Positive
REV0010780,CUST007099,PRD00343,ORD00067283,2025-07-09,4,Late delivery,Positive
REV0010781,CUST002756,PRD00117,ORD00067286,2025-11-26,4,Value for money,Positive
REV0010782,CUST009356,PRD00373,ORD00067302,2025-11-06,4,Not satisfied,Positive
REV0010783,CUST000396,PRD00859,ORD00067306,2022-12-14,2,Not satisfied,Negative
REV0010784,CUST014948,PRD00440,ORD00067307,2025-12-26,4,Late delivery,Positive
REV0010785,CUST012271,PRD00911,ORD00067312,2022-09-24,4,Value for money,Positive
REV0010786,CUST014059,PRD00079,ORD00067324,2023-11-19,5,Average quality,Positive
REV0010787,CUST001572,PRD00327,ORD00067326,2023-04-19,5,Average quality,Positive
REV0010788,CUST009668,PRD00191,ORD00067327,2024-06-22,5,Good product,Positive
REV0010789,CUST000258,PRD00638,ORD00067331,2023-03-15,4,Value for money,Positive
REV0010790,CUST006236,PRD00541,ORD00067332,2022-04-07,2,Late delivery,Negative
REV0010791,CUST002694,PRD00919,ORD00067335,2023-01-31,5,Excellent experience,Positive
REV0010792,CUST002061,PRD00571,ORD00067348,2024-07-24,5,Average quality,Positive
REV0010793,CUST003276,PRD00658,ORD00067361,2023-06-07,4,Not satisfied,Positive
REV0010794,CUST001637,PRD00148,ORD00067365,2024-10-09,4,Good product,Positive
REV0010795,CUST000794,PRD00447,ORD00067367,2025-12-19,4,Good product,Positive
REV0010796,CUST014985,PRD00732,ORD00067371,2023-09-21,4,Average quality,Positive
REV0010797,CUST000936,PRD00532,ORD00067372,2023-11-12,1,Good product,Negative
REV0010798,CUST002644,PRD00237,ORD00067380,2023-01-12,4,Late delivery,Positive
REV0010799,CUST014511,PRD00365,ORD00067401,2025-12-27,5,Not satisfied,Positive
REV0010800,CUST000566,PRD00274,ORD00067404,2023-02-13,4,Value for money,Positive
REV0010801,CUST000129,PRD00562,ORD00067428,2025-11-20,5,Average quality,Positive
REV0010802,CUST005474,PRD00179,ORD00067430,2023-04-14,4,Good product,Positive
REV0010803,CUST003230,PRD00854,ORD00067437,2022-09-17,4,Late delivery,Positive
REV0010804,CUST003626,PRD00087,ORD00067444,2022-10-26,5,Excellent experience,Positive
REV0010805,CUST014025,PRD00062,ORD00067454,2024-07-09,4,Good product,Positive
REV0010806,CUST004820,PRD00628,ORD00067458,2022-06-02,4,Late delivery,Positive
REV0010807,CUST004067,PRD00661,ORD00067466,2023-11-08,2,Value for money,Negative
REV0010808,CUST007794,PRD00955,ORD00067470,2025-01-09,4,Excellent experience,Positive
REV0010809,CUST002074,PRD00371,ORD00067471,2022-08-15,4,Late delivery,Positive
REV0010810,CUST006878,PRD00726,ORD00067478,2024-02-14,5,Average quality,Positive
REV0010811,CUST012197,PRD00555,ORD00067485,2024-12-11,4,Average quality,Positive
REV0010812,CUST004128,PRD00163,ORD00067486,2022-12-05,1,Late delivery,Negative
REV0010813,CUST004693,PRD00861,ORD00067493,2024-11-10,1,Excellent experience,Negative
REV0010814,CUST011975,PRD00287,ORD00067494,2025-02-23,3,Value for money,Neutral
REV0010815,CUST010646,PRD00566,ORD00067501,2022-04-18,4,Late delivery,Positive
REV0010816,CUST011628,PRD00635,ORD00067506,2023-01-02,4,Value for money,Positive
REV0010817,CUST007702,PRD00786,ORD00067517,2023-06-09,3,Excellent experience,Neutral
REV0010818,CUST006690,PRD00503,ORD00067526,2025-10-04,3,Good product,Neutral
REV0010819,CUST009933,PRD00746,ORD00067530,2024-10-04,4,Not satisfied,Positive
REV0010820,CUST013125,PRD00077,ORD00067532,2025-10-16,4,Excellent experience,Positive
REV0010821,CUST007546,PRD00251,ORD00067538,2022-05-08,3,Not satisfied,Neutral
REV0010822,CUST003293,PRD00289,ORD00067554,2025-11-11,4,Average quality,Positive
REV0010823,CUST012843,PRD00592,ORD00067562,2024-04-18,4,Good product,Positive
REV0010824,CUST012368,PRD00275,ORD00067568,2023-03-08,5,Average quality,Positive
REV0010825,CUST011204,PRD00938,ORD00067574,2023-07-27,4,Good product,Positive
REV0010826,CUST006273,PRD00457,ORD00067585,2022-04-03,4,Value for money,Positive
REV0010827,CUST012849,PRD00048,ORD00067590,2022-07-05,3,Good product,Neutral
REV0010828,CUST013235,PRD00967,ORD00067592,2024-02-29,3,Excellent experience,Neutral
REV0010829,CUST009243,PRD00251,ORD00067598,2025-06-02,5,Average quality,Positive
REV0010830,CUST007494,PRD00368,ORD00067607,2024-09-11,1,Excellent experience,Negative
REV0010831,CUST004040,PRD00614,ORD00067610,2025-02-01,5,Value for money,Positive
REV0010832,CUST014829,PRD00008,ORD00067624,2025-11-28,5,Value for money,Positive
REV0010833,CUST003617,PRD00518,ORD00067626,2025-11-06,3,Excellent experience,Neutral
REV0010834,CUST003782,PRD00537,ORD00067633,2022-07-11,4,Value for money,Positive
REV0010835,CUST012504,PRD00510,ORD00067639,2023-01-02,5,Excellent experience,Positive
REV0010836,CUST014553,PRD00551,ORD00067640,2025-06-05,4,Not satisfied,Positive
REV0010837,CUST005605,PRD00460,ORD00067641,2025-05-08,5,Not satisfied,Positive
REV0010838,CUST010160,PRD00355,ORD00067648,2023-06-13,4,Excellent experience,Positive
REV0010839,CUST012584,PRD00179,ORD00067649,2022-04-12,5,Not satisfied,Positive
REV0010840,CUST005825,PRD00543,ORD00067651,2025-01-07,5,Excellent experience,Positive
REV0010841,CUST008953,PRD00166,ORD00067653,2024-05-28,3,Average quality,Neutral
REV0010842,CUST013678,PRD00063,ORD00067657,2022-10-07,4,Value for money,Positive
REV0010843,CUST010102,PRD00704,ORD00067659,2024-08-31,4,Good product,Positive
REV0010844,CUST003600,PRD00554,ORD00067669,2023-08-24,5,Late delivery,Positive
REV0010845,CUST003762,PRD00030,ORD00067672,2025-04-29,5,Not satisfied,Positive
REV0010846,CUST001357,PRD00289,ORD00067673,2024-03-02,5,Excellent experience,Positive
REV0010847,CUST007853,PRD00379,ORD00067674,2025-05-01,2,Good product,Negative
REV0010848,CUST001910,PRD00493,ORD00067676,2025-01-13,3,Value for money,Neutral
REV0010849,CUST009800,PRD00334,ORD00067680,2023-11-25,3,Not satisfied,Neutral
REV0010850,CUST008614,PRD00240,ORD00067684,2024-03-21,3,Value for money,Neutral
REV0010851,CUST008862,PRD00637,ORD00067690,2025-01-02,4,Not satisfied,Positive
REV0010852,CUST012135,PRD00660,ORD00067695,2022-07-05,5,Good product,Positive
REV0010853,CUST013273,PRD00010,ORD00067702,2022-04-14,3,Not satisfied,Neutral
REV0010854,CUST004720,PRD00265,ORD00067703,2022-11-20,3,Good product,Neutral
REV0010855,CUST006989,PRD00460,ORD00067711,2025-12-02,4,Not satisfied,Positive
REV0010856,CUST006704,PRD00177,ORD00067727,2025-08-09,5,Late delivery,Positive
REV0010857,CUST000474,PRD00593,ORD00067735,2022-04-22,5,Average quality,Positive
REV0010858,CUST014888,PRD00877,ORD00067736,2024-10-01,5,Value for money,Positive
REV0010859,CUST007412,PRD00957,ORD00067738,2024-11-19,4,Late delivery,Positive
REV0010860,CUST011227,PRD00016,ORD00067746,2024-08-28,5,Good product,Positive
REV0010861,CUST012460,PRD00957,ORD00067752,2025-10-15,4,Excellent experience,Positive
REV0010862,CUST004849,PRD00610,ORD00067755,2024-05-25,1,Not satisfied,Negative
REV0010863,CUST006461,PRD00756,ORD00067764,2024-05-24,5,Average quality,Positive
REV0010864,CUST006478,PRD00133,ORD00067767,2024-12-01,4,Not satisfied,Positive
REV0010865,CUST006246,PRD00276,ORD00067769,2023-03-30,4,Average quality,Positive
REV0010866,CUST006945,PRD00105,ORD00067773,2022-04-03,4,Excellent experience,Positive
REV0010867,CUST009754,PRD00656,ORD00067774,2022-05-17,4,Value for money,Positive
REV0010868,CUST011414,PRD00733,ORD00067782,2025-05-09,3,Late delivery,Neutral
REV0010869,CUST012147,PRD00698,ORD00067784,2024-06-10,3,Excellent experience,Neutral
REV0010870,CUST010476,PRD00818,ORD00067794,2022-10-01,5,Value for money,Positive
REV0010871,CUST012872,PRD00195,ORD00067796,2025-11-13,5,Value for money,Positive
REV0010872,CUST014309,PRD00200,ORD00067800,2023-01-19,4,Good product,Positive
REV0010873,CUST000422,PRD00164,ORD00067802,2025-09-06,4,Not satisfied,Positive
REV0010874,CUST005233,PRD00246,ORD00067806,2024-01-27,3,Late delivery,Neutral
REV0010875,CUST000012,PRD00811,ORD00067807,2025-04-23,4,Value for money,Positive
REV0010876,CUST001171,PRD00026,ORD00067826,2026-01-08,4,Not satisfied,Positive
REV0010877,CUST011637,PRD00020,ORD00067828,2024-11-27,4,Excellent experience,Positive
REV0010878,CUST005100,PRD00268,ORD00067850,2023-10-08,5,Not satisfied,Positive
REV0010879,CUST005412,PRD00600,ORD00067855,2022-11-18,5,Not satisfied,Positive
REV0010880,CUST003791,PRD00158,ORD00067862,2024-10-29,3,Excellent experience,Neutral
REV0010881,CUST010493,PRD00025,ORD00067869,2025-02-26,5,Excellent experience,Positive
REV0010882,CUST005024,PRD00827,ORD00067873,2024-06-29,4,Average quality,Positive
REV0010883,CUST001313,PRD00808,ORD00067877,2023-02-02,3,Excellent experience,Neutral
REV0010884,CUST005464,PRD00850,ORD00067885,2022-01-25,4,Average quality,Positive
REV0010885,CUST009706,PRD00613,ORD00067896,2025-12-14,3,Value for money,Neutral
REV0010886,CUST004997,PRD00167,ORD00067902,2024-10-04,3,Average quality,Neutral
REV0010887,CUST011116,PRD00298,ORD00067903,2023-05-19,4,Not satisfied,Positive
REV0010888,CUST013855,PRD00746,ORD00067915,2023-03-21,4,Late delivery,Positive
REV0010889,CUST004079,PRD00863,ORD00067916,2025-11-19,5,Late delivery,Positive
REV0010890,CUST005987,PRD00497,ORD00067920,2024-09-03,5,Excellent experience,Positive
REV0010891,CUST006922,PRD00754,ORD00067923,2025-08-09,1,Value for money,Negative
REV0010892,CUST001990,PRD00387,ORD00067924,2023-12-01,2,Good product,Negative
REV0010893,CUST010252,PRD00996,ORD00067926,2024-07-07,5,Excellent experience,Positive
REV0010894,CUST000785,PRD00832,ORD00067936,2022-12-11,5,Excellent experience,Positive
REV0010895,CUST007854,PRD00306,ORD00067937,2023-07-24,4,Value for money,Positive
REV0010896,CUST005047,PRD00217,ORD00067948,2022-05-18,3,Average quality,Neutral
REV0010897,CUST000749,PRD00388,ORD00067960,2022-03-31,5,Excellent experience,Positive
REV0010898,CUST011798,PRD00391,ORD00067961,2023-03-24,4,Value for money,Positive
REV0010899,CUST010696,PRD00678,ORD00067965,2024-09-21,5,Average quality,Positive
REV0010900,CUST008561,PRD00708,ORD00067978,2023-06-26,5,Excellent experience,Positive
REV0010901,CUST007483,PRD00473,ORD00067982,2022-12-22,5,Good product,Positive
REV0010902,CUST007331,PRD00540,ORD00067996,2025-01-08,5,Late delivery,Positive
REV0010903,CUST012947,PRD00149,ORD00067997,2025-10-12,5,Not satisfied,Positive
REV0010904,CUST001816,PRD00897,ORD00068012,2024-10-05,4,Not satisfied,Positive
REV0010905,CUST012918,PRD00359,ORD00068015,2022-03-08,3,Value for money,Neutral
REV0010906,CUST014804,PRD00385,ORD00068017,2023-08-01,5,Value for money,Positive
REV0010907,CUST007861,PRD00950,ORD00068025,2023-06-29,4,Value for money,Positive
REV0010908,CUST000276,PRD00497,ORD00068031,2025-10-26,4,Average quality,Positive
REV0010909,CUST007427,PRD00016,ORD00068036,2023-09-05,5,Not satisfied,Positive
REV0010910,CUST007896,PRD00271,ORD00068038,2025-09-04,4,Excellent experience,Positive
REV0010911,CUST003624,PRD00802,ORD00068049,2022-08-19,4,Late delivery,Positive
REV0010912,CUST000650,PRD00804,ORD00068061,2025-01-05,3,Good product,Neutral
REV0010913,CUST014538,PRD00533,ORD00068064,2025-02-24,5,Not satisfied,Positive
REV0010914,CUST002883,PRD00804,ORD00068067,2025-01-22,4,Average quality,Positive
REV0010915,CUST000248,PRD00157,ORD00068068,2024-05-31,3,Not satisfied,Neutral
REV0010916,CUST006622,PRD00917,ORD00068071,2025-09-06,1,Average quality,Negative
REV0010917,CUST004915,PRD00087,ORD00068077,2023-11-08,5,Not satisfied,Positive
REV0010918,CUST013781,PRD00768,ORD00068094,2023-12-03,3,Late delivery,Neutral
REV0010919,CUST012246,PRD00534,ORD00068096,2025-09-21,4,Average quality,Positive
REV0010920,CUST007154,PRD00493,ORD00068097,2023-09-26,4,Not satisfied,Positive
REV0010921,CUST003715,PRD00196,ORD00068098,2024-11-28,4,Value for money,Positive
REV0010922,CUST007408,PRD00547,ORD00068106,2022-07-10,5,Excellent experience,Positive
REV0010923,CUST013681,PRD00844,ORD00068126,2022-05-27,5,Excellent experience,Positive
REV0010924,CUST001882,PRD00961,ORD00068127,2023-10-19,4,Average quality,Positive
REV0010925,CUST001942,PRD00692,ORD00068142,2022-04-18,3,Not satisfied,Neutral
REV0010926,CUST010033,PRD00642,ORD00068154,2025-02-20,1,Good product,Negative
REV0010927,CUST009197,PRD00077,ORD00068157,2025-12-24,5,Value for money,Positive
REV0010928,CUST011422,PRD00193,ORD00068159,2024-08-05,3,Good product,Neutral
REV0010929,CUST012167,PRD00285,ORD00068162,2024-11-30,4,Excellent experience,Positive
REV0010930,CUST001437,PRD00142,ORD00068163,2025-04-13,4,Average quality,Positive
REV0010931,CUST007167,PRD00573,ORD00068166,2022-06-05,4,Average quality,Positive
REV0010932,CUST007891,PRD00381,ORD00068171,2023-07-03,4,Good product,Positive
REV0010933,CUST004759,PRD00471,ORD00068173,2022-09-17,5,Value for money,Positive
REV0010934,CUST014686,PRD00249,ORD00068184,2022-11-01,5,Late delivery,Positive
REV0010935,CUST003405,PRD00482,ORD00068185,2025-11-26,3,Good product,Neutral
REV0010936,CUST006827,PRD00702,ORD00068187,2024-05-31,5,Value for money,Positive
REV0010937,CUST007868,PRD00668,ORD00068193,2025-06-29,5,Value for money,Positive
REV0010938,CUST013958,PRD00775,ORD00068210,2023-05-01,3,Excellent experience,Neutral
REV0010939,CUST007959,PRD00945,ORD00068214,2023-08-01,5,Excellent experience,Positive
REV0010940,CUST002699,PRD00353,ORD00068216,2025-09-29,3,Good product,Neutral
REV0010941,CUST009044,PRD00156,ORD00068217,2025-10-15,5,Not satisfied,Positive
REV0010942,CUST013894,PRD00651,ORD00068222,2024-05-09,4,Good product,Positive
REV0010943,CUST007972,PRD00391,ORD00068229,2025-01-19,5,Late delivery,Positive
REV0010944,CUST013278,PRD00795,ORD00068240,2025-01-24,5,Good product,Positive
REV0010945,CUST007255,PRD00129,ORD00068244,2023-12-31,4,Good product,Positive
REV0010946,CUST014954,PRD00637,ORD00068245,2022-08-30,4,Good product,Positive
REV0010947,CUST007341,PRD00111,ORD00068250,2024-12-28,4,Late delivery,Positive
REV0010948,CUST014395,PRD00807,ORD00068254,2025-09-24,4,Excellent experience,Positive
REV0010949,CUST004502,PRD00061,ORD00068257,2024-07-06,4,Late delivery,Positive
REV0010950,CUST010886,PRD00067,ORD00068259,2024-06-16,2,Good product,Negative
REV0010951,CUST003321,PRD00589,ORD00068260,2022-12-09,4,Not satisfied,Positive
REV0010952,CUST000652,PRD00727,ORD00068261,2023-08-02,4,Good product,Positive
REV0010953,CUST002641,PRD00914,ORD00068263,2023-10-02,4,Excellent experience,Positive
REV0010954,CUST013814,PRD00634,ORD00068264,2023-04-07,5,Value for money,Positive
REV0010955,CUST012035,PRD00942,ORD00068265,2025-10-30,4,Good product,Positive
REV0010956,CUST014715,PRD00621,ORD00068270,2025-01-01,4,Value for money,Positive
REV0010957,CUST004741,PRD00365,ORD00068271,2022-02-05,2,Average quality,Negative
REV0010958,CUST010629,PRD00642,ORD00068273,2025-02-05,5,Late delivery,Positive
REV0010959,CUST009987,PRD00736,ORD00068275,2025-05-24,5,Average quality,Positive
REV0010960,CUST011972,PRD00213,ORD00068285,2025-01-30,3,Late delivery,Neutral
REV0010961,CUST009034,PRD00198,ORD00068289,2023-08-06,2,Not satisfied,Negative
REV0010962,CUST012176,PRD00341,ORD00068297,2022-09-08,4,Not satisfied,Positive
REV0010963,CUST009233,PRD00614,ORD00068301,2025-06-21,3,Not satisfied,Neutral
REV0010964,CUST010553,PRD00933,ORD00068303,2023-06-18,4,Excellent experience,Positive
REV0010965,CUST006306,PRD00937,ORD00068304,2024-10-03,3,Not satisfied,Neutral
REV0010966,CUST012534,PRD00613,ORD00068305,2024-06-25,5,Good product,Positive
REV0010967,CUST010128,PRD00903,ORD00068311,2023-07-06,4,Good product,Positive
REV0010968,CUST014884,PRD00547,ORD00068315,2025-11-11,2,Excellent experience,Negative
REV0010969,CUST011518,PRD00577,ORD00068332,2025-09-05,5,Average quality,Positive
REV0010970,CUST004264,PRD00197,ORD00068333,2024-12-28,5,Good product,Positive
REV0010971,CUST012999,PRD00405,ORD00068337,2024-04-26,2,Not satisfied,Negative
REV0010972,CUST006123,PRD00765,ORD00068340,2023-07-24,4,Excellent experience,Positive
REV0010973,CUST009493,PRD00560,ORD00068347,2023-07-12,5,Not satisfied,Positive
REV0010974,CUST007635,PRD00755,ORD00068349,2025-01-05,5,Not satisfied,Positive
REV0010975,CUST013106,PRD00012,ORD00068352,2025-08-03,2,Average quality,Negative
REV0010976,CUST013531,PRD00985,ORD00068355,2022-11-06,4,Excellent experience,Positive
REV0010977,CUST010803,PRD00961,ORD00068359,2022-04-23,3,Late delivery,Neutral
REV0010978,CUST001015,PRD00289,ORD00068363,2025-08-05,4,Not satisfied,Positive
REV0010979,CUST008600,PRD00207,ORD00068364,2022-07-01,4,Value for money,Positive
REV0010980,CUST008353,PRD00965,ORD00068369,2023-05-18,2,Excellent experience,Negative
REV0010981,CUST004285,PRD00060,ORD00068377,2024-11-17,3,Not satisfied,Neutral
REV0010982,CUST007787,PRD00889,ORD00068388,2023-03-26,4,Value for money,Positive
REV0010983,CUST006018,PRD00994,ORD00068391,2023-02-20,5,Good product,Positive
REV0010984,CUST006398,PRD00014,ORD00068397,2022-10-23,5,Excellent experience,Positive
REV0010985,CUST000641,PRD00066,ORD00068401,2023-07-11,5,Not satisfied,Positive
REV0010986,CUST013019,PRD00170,ORD00068404,2025-06-09,3,Good product,Neutral
REV0010987,CUST010257,PRD00975,ORD00068408,2025-02-04,3,Value for money,Neutral
REV0010988,CUST001659,PRD00034,ORD00068415,2025-01-05,1,Good product,Negative
REV0010989,CUST003524,PRD00180,ORD00068423,2024-04-13,5,Average quality,Positive
REV0010990,CUST002956,PRD00955,ORD00068426,2023-01-07,5,Average quality,Positive
REV0010991,CUST000249,PRD00156,ORD00068432,2023-03-30,2,Not satisfied,Negative
REV0010992,CUST005570,PRD00794,ORD00068436,2024-06-23,3,Late delivery,Neutral
REV0010993,CUST003539,PRD00564,ORD00068446,2024-07-11,4,Not satisfied,Positive
REV0010994,CUST012893,PRD00697,ORD00068455,2023-04-28,5,Not satisfied,Positive
REV0010995,CUST008046,PRD00232,ORD00068463,2026-01-04,4,Late delivery,Positive
REV0010996,CUST004783,PRD00719,ORD00068464,2023-12-09,5,Not satisfied,Positive
REV0010997,CUST004069,PRD00780,ORD00068468,2024-05-02,3,Value for money,Neutral
REV0010998,CUST009429,PRD00591,ORD00068469,2024-07-03,4,Not satisfied,Positive
REV0010999,CUST005701,PRD00796,ORD00068475,2024-09-03,3,Not satisfied,Neutral
REV0011000,CUST002277,PRD00102,ORD00068477,2023-07-09,4,Good product,Positive
REV0011001,CUST010186,PRD00164,ORD00068482,2025-06-13,5,Excellent experience,Positive
REV0011002,CUST010879,PRD00823,ORD00068483,2022-05-11,5,Value for money,Positive
REV0011003,CUST010428,PRD00087,ORD00068497,2024-05-07,4,Good product,Positive
REV0011004,CUST010130,PRD00868,ORD00068499,2024-05-28,4,Good product,Positive
REV0011005,CUST001679,PRD00509,ORD00068503,2023-12-22,5,Excellent experience,Positive
REV0011006,CUST002947,PRD00415,ORD00068508,2024-03-31,4,Good product,Positive
REV0011007,CUST010736,PRD00284,ORD00068510,2022-08-29,5,Value for money,Positive
REV0011008,CUST003625,PRD00591,ORD00068512,2022-09-30,2,Late delivery,Negative
REV0011009,CUST010930,PRD00006,ORD00068522,2023-07-15,5,Average quality,Positive
REV0011010,CUST001943,PRD00990,ORD00068527,2024-05-23,4,Value for money,Positive
REV0011011,CUST001300,PRD00365,ORD00068540,2023-08-24,3,Excellent experience,Neutral
REV0011012,CUST007508,PRD00889,ORD00068548,2024-10-07,4,Good product,Positive
REV0011013,CUST000789,PRD00703,ORD00068553,2023-12-22,5,Not satisfied,Positive
REV0011014,CUST004178,PRD00116,ORD00068554,2022-10-08,3,Excellent experience,Neutral
REV0011015,CUST006663,PRD00745,ORD00068556,2022-10-31,1,Not satisfied,Negative
REV0011016,CUST009585,PRD00470,ORD00068563,2024-11-08,5,Excellent experience,Positive
REV0011017,CUST005602,PRD00085,ORD00068566,2022-02-06,4,Average quality,Positive
REV0011018,CUST010080,PRD00540,ORD00068572,2022-10-27,5,Not satisfied,Positive
REV0011019,CUST013878,PRD00685,ORD00068579,2022-11-19,3,Late delivery,Neutral
REV0011020,CUST010675,PRD00267,ORD00068587,2022-05-04,5,Late delivery,Positive
REV0011021,CUST014667,PRD00975,ORD00068590,2024-05-30,4,Good product,Positive
REV0011022,CUST003980,PRD00850,ORD00068605,2022-03-27,4,Average quality,Positive
REV0011023,CUST001745,PRD00310,ORD00068606,2022-09-16,4,Excellent experience,Positive
REV0011024,CUST005533,PRD00946,ORD00068608,2025-08-15,5,Excellent experience,Positive
REV0011025,CUST007671,PRD00175,ORD00068615,2022-12-17,4,Good product,Positive
REV0011026,CUST009404,PRD00556,ORD00068618,2026-01-03,2,Late delivery,Negative
REV0011027,CUST000341,PRD00926,ORD00068627,2024-07-24,4,Excellent experience,Positive
REV0011028,CUST004589,PRD00854,ORD00068630,2025-05-22,4,Not satisfied,Positive
REV0011029,CUST014243,PRD00952,ORD00068637,2024-11-04,3,Late delivery,Neutral
REV0011030,CUST012966,PRD00990,ORD00068640,2022-09-07,5,Value for money,Positive
REV0011031,CUST000005,PRD00504,ORD00068646,2023-08-07,5,Late delivery,Positive
REV0011032,CUST003028,PRD00369,ORD00068649,2022-11-17,4,Excellent experience,Positive
REV0011033,CUST006286,PRD00324,ORD00068651,2025-09-04,1,Late delivery,Negative
REV0011034,CUST009364,PRD00732,ORD00068655,2023-06-19,3,Late delivery,Neutral
REV0011035,CUST001749,PRD00029,ORD00068657,2023-06-05,2,Good product,Negative
REV0011036,CUST001040,PRD00829,ORD00068658,2024-08-21,4,Not satisfied,Positive
REV0011037,CUST012410,PRD00797,ORD00068661,2023-02-21,4,Good product,Positive
REV0011038,CUST005721,PRD00473,ORD00068662,2025-06-25,5,Value for money,Positive
REV0011039,CUST007805,PRD00682,ORD00068671,2024-08-19,4,Not satisfied,Positive
REV0011040,CUST010329,PRD00465,ORD00068677,2025-12-30,4,Good product,Positive
REV0011041,CUST002992,PRD00767,ORD00068678,2023-01-02,4,Value for money,Positive
REV0011042,CUST000334,PRD00055,ORD00068689,2023-07-18,3,Not satisfied,Neutral
REV0011043,CUST007505,PRD00167,ORD00068690,2025-09-02,2,Late delivery,Negative
REV0011044,CUST000143,PRD00155,ORD00068712,2025-07-23,4,Excellent experience,Positive
REV0011045,CUST012784,PRD00936,ORD00068719,2025-04-29,5,Good product,Positive
REV0011046,CUST004092,PRD00074,ORD00068728,2025-11-11,4,Not satisfied,Positive
REV0011047,CUST011037,PRD00410,ORD00068734,2024-06-27,5,Average quality,Positive
REV0011048,CUST013859,PRD00602,ORD00068738,2024-02-07,4,Not satisfied,Positive
REV0011049,CUST005117,PRD00121,ORD00068746,2023-03-16,4,Average quality,Positive
REV0011050,CUST006805,PRD00874,ORD00068759,2025-07-02,4,Average quality,Positive
REV0011051,CUST007431,PRD00830,ORD00068762,2022-04-11,4,Excellent experience,Positive
REV0011052,CUST011107,PRD00674,ORD00068767,2023-06-06,5,Good product,Positive
REV0011053,CUST010312,PRD00140,ORD00068774,2023-04-06,3,Late delivery,Neutral
REV0011054,CUST001609,PRD00133,ORD00068779,2024-06-21,4,Excellent experience,Positive
REV0011055,CUST007340,PRD01000,ORD00068787,2023-10-16,3,Not satisfied,Neutral
REV0011056,CUST007167,PRD00005,ORD00068790,2025-05-23,3,Excellent experience,Neutral
REV0011057,CUST013370,PRD00175,ORD00068796,2024-05-03,5,Average quality,Positive
REV0011058,CUST009923,PRD00517,ORD00068804,2025-04-10,5,Good product,Positive
REV0011059,CUST012971,PRD00902,ORD00068817,2024-07-30,5,Value for money,Positive
REV0011060,CUST012422,PRD00704,ORD00068820,2022-06-22,4,Average quality,Positive
REV0011061,CUST013872,PRD00660,ORD00068821,2024-11-04,4,Excellent experience,Positive
REV0011062,CUST012821,PRD00757,ORD00068825,2025-09-24,1,Late delivery,Negative
REV0011063,CUST007886,PRD00330,ORD00068827,2025-01-16,5,Value for money,Positive
REV0011064,CUST014417,PRD00517,ORD00068830,2024-03-03,3,Not satisfied,Neutral
REV0011065,CUST000963,PRD00240,ORD00068833,2025-09-28,4,Excellent experience,Positive
REV0011066,CUST007045,PRD00483,ORD00068844,2022-03-01,3,Value for money,Neutral
REV0011067,CUST011399,PRD00204,ORD00068868,2025-04-12,1,Average quality,Negative
REV0011068,CUST010566,PRD00180,ORD00068871,2023-04-07,2,Not satisfied,Negative
REV0011069,CUST011375,PRD00938,ORD00068874,2025-01-20,2,Excellent experience,Negative
REV0011070,CUST008300,PRD00349,ORD00068879,2022-03-17,5,Excellent experience,Positive
REV0011071,CUST005016,PRD00935,ORD00068884,2026-01-02,5,Excellent experience,Positive
REV0011072,CUST009543,PRD00133,ORD00068887,2024-02-29,5,Good product,Positive
REV0011073,CUST002555,PRD00028,ORD00068897,2025-02-17,3,Late delivery,Neutral
REV0011074,CUST005977,PRD00683,ORD00068906,2022-09-29,3,Good product,Neutral
REV0011075,CUST000124,PRD00497,ORD00068912,2025-02-28,4,Late delivery,Positive
REV0011076,CUST012653,PRD00943,ORD00068913,2022-07-21,4,Good product,Positive
REV0011077,CUST010360,PRD00040,ORD00068918,2023-12-20,4,Late delivery,Positive
REV0011078,CUST006129,PRD00864,ORD00068923,2024-10-15,3,Excellent experience,Neutral
REV0011079,CUST004240,PRD00220,ORD00068927,2024-04-04,5,Good product,Positive
REV0011080,CUST002143,PRD00306,ORD00068930,2023-10-13,5,Average quality,Positive
REV0011081,CUST004351,PRD00534,ORD00068934,2023-07-14,5,Not satisfied,Positive
REV0011082,CUST001515,PRD00271,ORD00068940,2025-05-31,4,Not satisfied,Positive
REV0011083,CUST014560,PRD00090,ORD00068957,2023-03-27,5,Average quality,Positive
REV0011084,CUST002183,PRD00449,ORD00068962,2023-07-27,5,Excellent experience,Positive
