Product_ID,Warehouse_ID,Warehouse_City,Stock_Available,Reorder_Level,Reorder_Qty,Last_Stock_Update,Inventory_Value
PRD00505,WH006,Kolkata,877,61,203,2025-12-06,32780172.74
PRD00505,WH001,Bangalore,730,118,224,2025-12-29,27285662.6
PRD00505,WH004,Hyderabad,222,117,127,2025-12-10,8297831.64
PRD00506,WH008,Dubai,44,54,67,2025-12-31,91413.08
PRD00506,WH007,Bhubaneswar,715,31,210,2025-12-06,1485462.55
PRD00506,WH005,Chennai,380,74,76,2025-12-13,789476.6
PRD00506,WH002,Mumbai,261,21,216,2025-12-01,542245.77
PRD00507,WH008,Dubai,777,62,113,2025-12-12,978561.57
PRD00507,WH007,Bhubaneswar,753,29,162,2025-12-19,948335.73
PRD00507,WH004,Hyderabad,184,71,164,2025-12-10,231731.44
PRD00508,WH003,Delhi,827,106,139,2025-12-31,540196.4
PRD00508,WH004,Hyderabad,543,77,196,2025-12-10,354687.6
PRD00508,WH005,Chennai,357,89,195,2025-12-03,233192.4
PRD00508,WH007,Bhubaneswar,416,51,161,2025-12-31,271731.2
PRD00509,WH007,Bhubaneswar,598,116,159,2025-12-14,15602328.3
PRD00509,WH005,Chennai,626,89,175,2025-12-10,16332872.1
PRD00509,WH002,Mumbai,74,25,177,2025-12-09,1930722.9
PRD00509,WH004,Hyderabad,349,42,217,2025-12-29,9105706.65
PRD00510,WH006,Kolkata,195,92,104,2025-12-01,150276.75
PRD00510,WH008,Dubai,576,102,161,2025-12-31,443894.4
PRD00510,WH003,Delhi,501,88,127,2025-12-20,386095.65
PRD00510,WH001,Bangalore,558,23,277,2025-12-08,430022.7
PRD00511,WH004,Hyderabad,765,72,153,2025-12-29,1452398.4
PRD00511,WH007,Bhubaneswar,653,57,169,2025-12-13,1239759.68
PRD00511,WH005,Chennai,55,97,297,2025-12-19,104420.8
PRD00512,WH008,Dubai,603,69,252,2025-12-10,1640696.67
PRD00512,WH001,Bangalore,231,34,143,2025-12-23,628525.59
PRD00512,WH004,Hyderabad,141,23,83,2025-12-12,383645.49
PRD00513,WH008,Dubai,877,35,235,2025-12-21,497039.75
PRD00513,WH003,Delhi,864,47,297,2025-12-02,489672.0
PRD00513,WH007,Bhubaneswar,328,46,98,2025-12-03,185894.0
PRD00514,WH004,Hyderabad,230,96,51,2025-12-21,1820452.3
PRD00514,WH005,Chennai,146,28,256,2025-12-21,1155591.46
PRD00515,WH003,Delhi,644,39,269,2025-12-27,224112.0
PRD00515,WH004,Hyderabad,220,80,102,2025-12-28,76560.0
PRD00515,WH006,Kolkata,233,61,223,2025-12-24,81084.0
PRD00516,WH005,Chennai,345,80,70,2025-12-15,2538334.05
PRD00516,WH003,Delhi,837,37,290,2025-12-23,6158219.13
PRD00516,WH004,Hyderabad,303,70,197,2025-12-11,2229319.47
PRD00516,WH002,Mumbai,63,101,94,2025-12-20,463521.87
PRD00516,WH007,Bhubaneswar,689,70,252,2025-12-07,5069310.61
PRD00517,WH001,Bangalore,580,20,113,2025-12-09,1658759.4
PRD00517,WH007,Bhubaneswar,795,23,68,2025-12-08,2273644.35
PRD00517,WH005,Chennai,798,21,108,2025-12-23,2282224.14
PRD00517,WH008,Dubai,702,84,69,2025-12-31,2007670.86
PRD00517,WH006,Kolkata,733,72,215,2025-12-07,2096328.69
PRD00518,WH001,Bangalore,584,75,198,2025-12-15,727599.76
PRD00518,WH005,Chennai,428,75,268,2025-12-17,533240.92
PRD00518,WH007,Bhubaneswar,35,85,102,2025-12-19,43606.15
PRD00519,WH006,Kolkata,276,118,100,2025-12-26,529442.52
PRD00519,WH007,Bhubaneswar,541,76,192,2025-12-05,1037784.07
PRD00519,WH002,Mumbai,829,48,112,2025-12-27,1590245.83
PRD00520,WH002,Mumbai,671,116,241,2025-12-26,486904.44
PRD00520,WH003,Delhi,141,93,117,2025-12-22,102315.24
PRD00520,WH004,Hyderabad,514,96,293,2025-12-02,372978.96
PRD00520,WH005,Chennai,693,107,214,2025-12-31,502868.52
PRD00521,WH008,Dubai,45,40,141,2025-12-01,45467.1
PRD00521,WH006,Kolkata,555,77,63,2025-12-07,560760.9
PRD00521,WH002,Mumbai,822,61,96,2025-12-02,830532.36
PRD00521,WH007,Bhubaneswar,210,93,213,2025-12-02,212179.8
PRD00521,WH001,Bangalore,165,46,166,2025-12-08,166712.7
PRD00522,WH003,Delhi,599,53,225,2025-12-31,2571093.69
PRD00522,WH007,Bhubaneswar,129,89,185,2025-12-19,553707.99
PRD00522,WH005,Chennai,482,87,133,2025-12-11,2068893.42
PRD00522,WH008,Dubai,18,42,102,2025-12-03,77261.58
PRD00522,WH002,Mumbai,25,100,272,2025-12-29,107307.75
PRD00523,WH006,Kolkata,330,34,145,2025-12-20,229155.3
PRD00523,WH008,Dubai,648,96,58,2025-12-24,449977.68
PRD00523,WH002,Mumbai,788,56,57,2025-12-12,547195.08
PRD00524,WH004,Hyderabad,199,37,95,2025-12-04,10144327.48
PRD00524,WH006,Kolkata,688,72,280,2025-12-07,35071845.76
PRD00524,WH001,Bangalore,711,53,165,2025-12-25,36244305.72
PRD00525,WH006,Kolkata,378,113,164,2025-12-13,63813.96
PRD00525,WH007,Bhubaneswar,648,24,149,2025-12-08,109395.36
PRD00525,WH001,Bangalore,689,103,132,2025-12-15,116316.98
PRD00525,WH008,Dubai,664,47,132,2025-12-03,112096.48
PRD00526,WH007,Bhubaneswar,574,69,74,2025-12-23,1533240.1
PRD00526,WH006,Kolkata,545,66,167,2025-12-22,1455776.75
PRD00527,WH005,Chennai,445,22,229,2025-12-29,453730.9
PRD00527,WH004,Hyderabad,801,74,241,2025-12-06,816715.62
PRD00527,WH006,Kolkata,43,41,166,2025-12-15,43843.66
PRD00527,WH008,Dubai,796,115,100,2025-12-21,811617.52
PRD00527,WH001,Bangalore,757,102,242,2025-12-17,771852.34
PRD00528,WH008,Dubai,839,47,214,2025-12-19,55147965.01
PRD00528,WH005,Chennai,7,37,75,2025-12-16,460114.13
PRD00529,WH006,Kolkata,166,90,147,2025-12-15,256855.12
PRD00529,WH005,Chennai,539,36,294,2025-12-13,834005.48
PRD00529,WH004,Hyderabad,485,36,213,2025-12-09,750450.2
PRD00529,WH003,Delhi,805,27,242,2025-12-08,1245592.6
PRD00529,WH008,Dubai,875,120,132,2025-12-28,1353905.0
PRD00530,WH005,Chennai,440,73,191,2025-12-14,35681553.6
PRD00530,WH004,Hyderabad,339,87,195,2025-12-22,27491015.16
PRD00530,WH008,Dubai,861,21,295,2025-12-13,69822312.84
PRD00530,WH007,Bhubaneswar,421,94,168,2025-12-21,34140759.24
PRD00531,WH001,Bangalore,568,108,228,2025-12-12,3040731.2
PRD00531,WH004,Hyderabad,404,96,99,2025-12-23,2162773.6
PRD00531,WH003,Delhi,642,22,172,2025-12-06,3436882.8
PRD00532,WH001,Bangalore,118,114,234,2025-12-29,85245.56
PRD00532,WH007,Bhubaneswar,860,71,117,2025-12-02,621281.2
PRD00532,WH003,Delhi,676,85,284,2025-12-11,488355.92
PRD00532,WH008,Dubai,488,39,117,2025-12-17,352540.96
PRD00533,WH008,Dubai,472,35,234,2025-12-07,625149.84
PRD00533,WH003,Delhi,14,99,100,2025-12-18,18542.58
PRD00533,WH005,Chennai,255,90,290,2025-12-13,337739.85
PRD00534,WH002,Mumbai,561,86,224,2025-12-25,855390.36
PRD00534,WH008,Dubai,560,32,113,2025-12-22,853865.6
PRD00534,WH007,Bhubaneswar,690,99,273,2025-12-30,1052084.4
PRD00534,WH006,Kolkata,849,62,156,2025-12-06,1294521.24
PRD00535,WH007,Bhubaneswar,369,98,197,2025-12-28,715122.0
PRD00535,WH004,Hyderabad,536,120,288,2025-12-08,1038768.0
PRD00535,WH005,Chennai,715,64,177,2025-12-12,1385670.0
PRD00535,WH008,Dubai,626,60,276,2025-12-31,1213188.0
PRD00535,WH002,Mumbai,149,97,202,2025-12-16,288762.0
PRD00536,WH001,Bangalore,698,59,214,2025-12-12,43408913.16
PRD00536,WH004,Hyderabad,170,42,272,2025-12-01,10572371.4
PRD00536,WH006,Kolkata,868,88,297,2025-12-12,53981284.56
PRD00536,WH008,Dubai,727,32,292,2025-12-30,45212435.34
PRD00537,WH006,Kolkata,172,57,93,2025-12-08,604973.88
PRD00537,WH007,Bhubaneswar,231,83,125,2025-12-04,812493.99
PRD00537,WH008,Dubai,606,45,293,2025-12-01,2131477.74
PRD00537,WH005,Chennai,734,105,109,2025-12-24,2581690.86
PRD00537,WH004,Hyderabad,162,40,75,2025-12-10,569800.98
PRD00538,WH003,Delhi,560,50,198,2025-12-30,1633419.2
PRD00538,WH005,Chennai,304,110,274,2025-12-02,886713.28
PRD00538,WH004,Hyderabad,570,43,88,2025-12-31,1662587.4
PRD00539,WH004,Hyderabad,267,78,154,2025-12-25,7040736.6
PRD00539,WH006,Kolkata,120,62,161,2025-12-09,3164376.0
PRD00540,WH002,Mumbai,791,62,260,2025-12-02,1313574.15
PRD00540,WH008,Dubai,210,91,107,2025-12-24,348736.5
PRD00540,WH004,Hyderabad,126,91,162,2025-12-05,209241.9
PRD00540,WH006,Kolkata,399,119,250,2025-12-28,662599.35
PRD00541,WH004,Hyderabad,641,34,166,2025-12-08,335031.47
PRD00541,WH002,Mumbai,333,69,249,2025-12-11,174049.11
PRD00542,WH003,Delhi,219,110,163,2025-12-22,2542388.52
PRD00542,WH001,Bangalore,684,75,90,2025-12-18,7940610.72
PRD00542,WH005,Chennai,369,48,264,2025-12-28,4283750.52
PRD00542,WH008,Dubai,435,70,93,2025-12-05,5049949.8
PRD00543,WH002,Mumbai,831,63,65,2025-12-19,7465629.21
PRD00543,WH006,Kolkata,496,74,168,2025-12-31,4456019.36
PRD00543,WH003,Delhi,248,84,131,2025-12-18,2228009.68
PRD00543,WH005,Chennai,25,27,298,2025-12-26,224597.75
PRD00544,WH006,Kolkata,282,56,241,2025-12-03,824912.04
PRD00544,WH007,Bhubaneswar,631,72,246,2025-12-02,1845813.82
PRD00545,WH005,Chennai,559,94,139,2025-12-27,276252.21
PRD00545,WH008,Dubai,381,62,94,2025-12-11,188286.39
PRD00545,WH003,Delhi,309,49,124,2025-12-22,152704.71
PRD00545,WH002,Mumbai,780,37,117,2025-12-28,385468.2
PRD00546,WH004,Hyderabad,451,120,85,2025-12-03,1426693.4
PRD00546,WH006,Kolkata,632,72,196,2025-12-22,1999268.8
PRD00546,WH002,Mumbai,598,53,265,2025-12-18,1891713.2
PRD00547,WH004,Hyderabad,894,33,177,2025-12-27,3323212.56
PRD00547,WH006,Kolkata,76,107,209,2025-12-24,282510.24
PRD00547,WH001,Bangalore,621,34,167,2025-12-03,2308406.04
PRD00548,WH002,Mumbai,54,101,149,2025-12-25,36580.68
PRD00548,WH003,Delhi,211,77,232,2025-12-04,142935.62
PRD00548,WH007,Bhubaneswar,50,25,234,2025-12-03,33871.0
PRD00548,WH005,Chennai,801,80,299,2025-12-27,542613.42
PRD00549,WH004,Hyderabad,803,35,252,2025-12-27,664345.99
PRD00549,WH005,Chennai,360,54,139,2025-12-17,297838.8
PRD00549,WH006,Kolkata,274,55,181,2025-12-17,226688.42
PRD00549,WH008,Dubai,280,120,73,2025-12-01,231652.4
PRD00550,WH006,Kolkata,59,75,211,2025-12-30,297879.2
PRD00550,WH001,Bangalore,645,88,234,2025-12-22,3256476.0
PRD00550,WH007,Bhubaneswar,181,117,243,2025-12-28,913832.8
PRD00550,WH005,Chennai,650,100,130,2025-12-01,3281720.0
PRD00551,WH003,Delhi,889,38,110,2025-12-14,2944030.18
PRD00551,WH006,Kolkata,76,53,253,2025-12-29,251683.12
PRD00551,WH004,Hyderabad,256,67,74,2025-12-30,847774.72
PRD00552,WH004,Hyderabad,46,86,51,2025-12-14,21516.96
PRD00552,WH008,Dubai,738,61,132,2025-12-22,345206.88
PRD00552,WH003,Delhi,704,36,98,2025-12-17,329303.04
PRD00553,WH004,Hyderabad,629,46,114,2025-12-13,1469721.4
PRD00553,WH003,Delhi,418,39,226,2025-12-20,976698.8
PRD00553,WH001,Bangalore,206,115,67,2025-12-25,481339.6
PRD00553,WH006,Kolkata,456,47,210,2025-12-19,1065489.6
PRD00554,WH008,Dubai,869,31,175,2025-12-11,7293438.79
PRD00554,WH005,Chennai,70,32,216,2025-12-05,587503.7
PRD00554,WH007,Bhubaneswar,788,69,175,2025-12-31,6613613.08
PRD00554,WH001,Bangalore,10,89,290,2025-12-26,83929.1
PRD00554,WH006,Kolkata,208,113,219,2025-12-09,1745725.28
PRD00555,WH006,Kolkata,767,117,245,2025-12-07,1807857.35
PRD00555,WH005,Chennai,887,28,102,2025-12-04,2090703.35
PRD00555,WH003,Delhi,128,75,257,2025-12-13,301702.4
PRD00556,WH004,Hyderabad,362,33,154,2025-12-02,14849113.3
PRD00556,WH005,Chennai,405,112,170,2025-12-06,16612958.25
PRD00556,WH007,Bhubaneswar,52,57,180,2025-12-28,2133021.8
PRD00556,WH008,Dubai,822,59,278,2025-12-09,33718152.3
PRD00557,WH005,Chennai,27,53,230,2025-12-19,79851.15
PRD00557,WH003,Delhi,585,95,91,2025-12-19,1730108.25
PRD00557,WH004,Hyderabad,288,52,94,2025-12-16,851745.6
PRD00557,WH007,Bhubaneswar,327,81,227,2025-12-24,967086.15
PRD00557,WH001,Bangalore,852,103,136,2025-12-20,2519747.4
PRD00558,WH004,Hyderabad,318,69,253,2025-12-17,2664312.12
PRD00558,WH006,Kolkata,135,69,221,2025-12-02,1131075.9
PRD00558,WH001,Bangalore,446,74,144,2025-12-22,3736739.64
PRD00559,WH004,Hyderabad,37,58,279,2025-12-25,334530.69
PRD00559,WH003,Delhi,58,108,297,2025-12-20,524399.46
PRD00560,WH008,Dubai,105,108,241,2025-12-03,3067410.15
PRD00560,WH004,Hyderabad,243,26,142,2025-12-23,7098863.49
PRD00560,WH001,Bangalore,876,88,156,2025-12-16,25590964.68
PRD00561,WH006,Kolkata,877,45,161,2025-12-28,1557157.35
PRD00561,WH004,Hyderabad,796,64,52,2025-12-29,1413337.8
PRD00561,WH008,Dubai,400,68,95,2025-12-10,710220.0
PRD00561,WH007,Bhubaneswar,12,50,281,2025-12-20,21306.6
PRD00562,WH003,Delhi,236,120,79,2025-12-08,388800.56
PRD00562,WH006,Kolkata,775,114,206,2025-12-14,1276781.5
PRD00562,WH008,Dubai,671,56,284,2025-12-14,1105445.66
PRD00563,WH001,Bangalore,460,33,219,2025-12-15,31973509.8
PRD00563,WH006,Kolkata,701,35,97,2025-12-20,48724848.63
PRD00563,WH008,Dubai,813,67,226,2025-12-05,56509703.19
PRD00563,WH003,Delhi,238,45,118,2025-12-05,16542815.94
PRD00563,WH005,Chennai,696,20,271,2025-12-23,48377310.48
PRD00564,WH005,Chennai,108,116,53,2025-12-03,105132.6
PRD00564,WH008,Dubai,296,68,61,2025-12-14,288141.2
PRD00564,WH001,Bangalore,627,93,138,2025-12-26,610353.15
PRD00564,WH004,Hyderabad,485,44,218,2025-12-13,472123.25
PRD00564,WH003,Delhi,851,62,157,2025-12-06,828405.95
PRD00565,WH006,Kolkata,700,74,138,2025-12-23,1524229.0
PRD00565,WH007,Bhubaneswar,382,111,133,2025-12-08,831793.54
PRD00565,WH003,Delhi,280,90,209,2025-12-08,609691.6
PRD00565,WH002,Mumbai,729,93,183,2025-12-22,1587375.63
PRD00566,WH008,Dubai,237,110,215,2025-12-04,165883.41
PRD00566,WH005,Chennai,153,33,137,2025-12-26,107089.29
PRD00566,WH001,Bangalore,83,44,285,2025-12-31,58094.19
PRD00567,WH001,Bangalore,394,32,158,2025-12-13,596724.82
PRD00567,WH006,Kolkata,790,45,166,2025-12-23,1196478.7
PRD00567,WH007,Bhubaneswar,82,68,163,2025-12-08,124191.46
PRD00567,WH003,Delhi,710,20,153,2025-12-15,1075316.3
PRD00568,WH005,Chennai,849,76,202,2025-12-25,351307.71
PRD00568,WH006,Kolkata,322,75,263,2025-12-20,133240.38
PRD00568,WH004,Hyderabad,124,86,268,2025-12-02,51309.96
PRD00569,WH005,Chennai,374,68,103,2025-12-08,344629.78
PRD00569,WH001,Bangalore,666,96,246,2025-12-12,613699.02
PRD00569,WH007,Bhubaneswar,882,52,217,2025-12-20,812736.54
PRD00569,WH003,Delhi,332,21,288,2025-12-10,305928.04
PRD00569,WH002,Mumbai,799,25,221,2025-12-23,736254.53
PRD00570,WH005,Chennai,258,110,184,2025-12-03,222034.8
PRD00570,WH001,Bangalore,616,99,65,2025-12-13,530129.6
PRD00570,WH007,Bhubaneswar,576,92,254,2025-12-27,495705.6
PRD00571,WH005,Chennai,420,52,93,2025-12-16,12958776.6
PRD00571,WH004,Hyderabad,214,38,145,2025-12-27,6602805.22
PRD00572,WH008,Dubai,716,83,221,2025-12-17,18898053.88
PRD00572,WH001,Bangalore,475,80,222,2025-12-21,12537116.75
PRD00572,WH006,Kolkata,6,81,126,2025-12-04,158363.58
PRD00573,WH003,Delhi,884,84,186,2025-12-28,3219616.4
PRD00573,WH001,Bangalore,468,74,171,2025-12-13,1704502.8
PRD00573,WH007,Bhubaneswar,500,77,78,2025-12-01,1821050.0
PRD00574,WH003,Delhi,848,112,146,2025-12-27,1982327.2
PRD00574,WH004,Hyderabad,256,101,90,2025-12-08,598438.4
PRD00575,WH004,Hyderabad,220,73,261,2025-12-30,227847.4
PRD00575,WH008,Dubai,193,71,96,2025-12-30,199884.31
PRD00576,WH006,Kolkata,2,52,299,2025-12-21,130459.34
PRD00576,WH003,Delhi,69,71,203,2025-12-02,4500847.23
PRD00576,WH001,Bangalore,378,116,85,2025-12-01,24656815.26
PRD00577,WH008,Dubai,293,23,188,2025-12-09,64451.21
PRD00577,WH004,Hyderabad,54,103,123,2025-12-24,11878.38
PRD00577,WH007,Bhubaneswar,374,47,191,2025-12-18,82268.78
PRD00578,WH002,Mumbai,263,70,158,2025-12-02,1147142.88
PRD00578,WH001,Bangalore,185,76,128,2025-12-16,806925.6
PRD00579,WH007,Bhubaneswar,686,95,126,2025-12-19,635942.58
PRD00579,WH004,Hyderabad,177,68,240,2025-12-23,164084.31
PRD00579,WH003,Delhi,544,81,76,2025-12-20,504304.32
PRD00580,WH003,Delhi,168,111,153,2025-12-15,8273198.64
PRD00580,WH001,Bangalore,250,37,215,2025-12-08,12311307.5
PRD00581,WH005,Chennai,715,62,242,2025-12-31,1250871.05
PRD00581,WH006,Kolkata,648,114,287,2025-12-15,1133656.56
PRD00581,WH002,Mumbai,301,65,179,2025-12-23,526590.47
PRD00582,WH004,Hyderabad,352,70,206,2025-12-01,21508495.36
PRD00582,WH002,Mumbai,621,71,157,2025-12-06,37945385.28
PRD00582,WH006,Kolkata,75,45,254,2025-12-03,4582776.0
PRD00583,WH005,Chennai,718,25,213,2025-12-21,183233.6
PRD00583,WH008,Dubai,112,26,96,2025-12-10,28582.4
PRD00583,WH004,Hyderabad,128,50,96,2025-12-19,32665.6
PRD00584,WH007,Bhubaneswar,266,38,241,2025-12-19,24922042.74
PRD00584,WH008,Dubai,356,69,51,2025-12-09,33354312.84
PRD00584,WH001,Bangalore,467,94,211,2025-12-30,43754112.63
PRD00584,WH006,Kolkata,98,118,66,2025-12-24,9181805.22
PRD00584,WH002,Mumbai,560,51,223,2025-12-08,52467458.4
PRD00585,WH008,Dubai,257,56,211,2025-12-07,287593.28
PRD00585,WH001,Bangalore,530,50,175,2025-12-20,593091.2
PRD00585,WH003,Delhi,518,49,291,2025-12-12,579662.72
PRD00585,WH006,Kolkata,866,115,137,2025-12-18,969088.64
PRD00585,WH002,Mumbai,181,92,297,2025-12-09,202546.24
PRD00586,WH003,Delhi,212,37,74,2025-12-15,691056.4
PRD00586,WH007,Bhubaneswar,771,118,143,2025-12-03,2513228.7
PRD00586,WH001,Bangalore,292,87,272,2025-12-04,951832.4
PRD00586,WH004,Hyderabad,825,36,235,2025-12-16,2689252.5
PRD00587,WH007,Bhubaneswar,445,63,81,2025-12-13,1682585.05
PRD00587,WH001,Bangalore,273,60,58,2025-12-28,1032237.57
PRD00588,WH005,Chennai,223,26,59,2025-12-15,265943.11
PRD00588,WH007,Bhubaneswar,853,35,295,2025-12-30,1017262.21
PRD00588,WH001,Bangalore,59,92,221,2025-12-20,70361.63
PRD00588,WH003,Delhi,500,57,203,2025-12-03,596285.0
PRD00588,WH006,Kolkata,712,102,232,2025-12-23,849109.84
PRD00589,WH002,Mumbai,782,92,103,2025-12-31,797413.22
PRD00589,WH006,Kolkata,745,52,127,2025-12-01,759683.95
PRD00589,WH005,Chennai,761,99,228,2025-12-03,775999.31
PRD00589,WH001,Bangalore,712,97,120,2025-12-17,726033.52
PRD00590,WH001,Bangalore,255,82,242,2025-12-14,37643.1
PRD00590,WH007,Bhubaneswar,643,118,265,2025-12-05,94919.66
PRD00590,WH004,Hyderabad,396,61,116,2025-12-25,58457.52
PRD00590,WH008,Dubai,227,88,53,2025-12-06,33509.74
PRD00590,WH006,Kolkata,123,77,73,2025-12-30,18157.26
PRD00591,WH007,Bhubaneswar,278,26,283,2025-12-27,1162412.52
PRD00591,WH008,Dubai,615,59,293,2025-12-10,2571524.1
PRD00591,WH003,Delhi,778,34,195,2025-12-28,3253082.52
PRD00592,WH003,Delhi,407,43,177,2025-12-20,466409.79
PRD00592,WH002,Mumbai,490,25,92,2025-12-21,561525.3
PRD00592,WH005,Chennai,312,29,289,2025-12-10,357542.64
PRD00592,WH008,Dubai,335,52,238,2025-12-11,383899.95
PRD00592,WH001,Bangalore,169,30,153,2025-12-02,193668.93
PRD00593,WH003,Delhi,647,99,75,2025-12-26,613414.23
PRD00593,WH004,Hyderabad,644,78,70,2025-12-06,610569.96
PRD00593,WH005,Chennai,346,50,77,2025-12-12,328039.14
PRD00593,WH002,Mumbai,526,31,64,2025-12-19,498695.34
PRD00593,WH008,Dubai,584,87,167,2025-12-26,553684.56
PRD00594,WH008,Dubai,481,27,193,2025-12-19,15747059.77
PRD00594,WH006,Kolkata,175,108,283,2025-12-27,5729179.75
PRD00594,WH003,Delhi,336,24,67,2025-12-18,11000025.12
PRD00595,WH004,Hyderabad,578,20,54,2025-12-12,1801545.08
PRD00595,WH007,Bhubaneswar,728,111,103,2025-12-12,2269074.08
PRD00595,WH005,Chennai,452,113,180,2025-12-15,1408820.72
PRD00595,WH001,Bangalore,626,81,152,2025-12-06,1951154.36
PRD00596,WH008,Dubai,554,38,162,2025-12-12,343164.22
PRD00596,WH006,Kolkata,476,38,90,2025-12-12,294848.68
PRD00596,WH003,Delhi,893,77,248,2025-12-01,553150.99
PRD00596,WH005,Chennai,149,68,188,2025-12-24,92295.07
PRD00596,WH002,Mumbai,545,116,243,2025-12-30,337589.35
PRD00597,WH007,Bhubaneswar,316,38,251,2025-12-29,502067.12
PRD00597,WH003,Delhi,801,69,261,2025-12-01,1272644.82
PRD00597,WH004,Hyderabad,320,82,197,2025-12-23,508422.4
PRD00597,WH005,Chennai,216,39,84,2025-12-04,343185.12
PRD00597,WH006,Kolkata,473,60,270,2025-12-19,751511.86
PRD00598,WH003,Delhi,94,27,224,2025-12-31,212101.6
PRD00598,WH008,Dubai,763,90,50,2025-12-31,1721633.2
PRD00598,WH005,Chennai,327,37,152,2025-12-07,737842.8
PRD00599,WH005,Chennai,566,36,125,2025-12-10,390641.88
PRD00599,WH007,Bhubaneswar,619,110,55,2025-12-12,427221.42
PRD00599,WH002,Mumbai,79,54,203,2025-12-15,54524.22
PRD00599,WH004,Hyderabad,111,94,252,2025-12-10,76609.98
PRD00600,WH008,Dubai,590,24,138,2025-12-07,4452311.1
PRD00600,WH002,Mumbai,520,120,86,2025-12-04,3924070.8
PRD00600,WH003,Delhi,139,62,261,2025-12-08,1048934.31
PRD00600,WH001,Bangalore,699,97,255,2025-12-02,5274856.71
PRD00601,WH006,Kolkata,522,58,199,2025-12-09,27421907.58
PRD00601,WH007,Bhubaneswar,498,104,141,2025-12-19,26161130.22
PRD00601,WH003,Delhi,289,79,53,2025-12-18,15181860.71
PRD00601,WH005,Chennai,604,84,96,2025-12-07,31729563.56
PRD00601,WH001,Bangalore,301,94,163,2025-12-29,15812249.39
PRD00602,WH001,Bangalore,630,30,252,2025-12-04,4061528.1
PRD00602,WH006,Kolkata,200,39,122,2025-12-22,1289374.0
PRD00602,WH002,Mumbai,16,79,251,2025-12-06,103149.92
PRD00602,WH007,Bhubaneswar,824,56,192,2025-12-10,5312220.88
PRD00603,WH008,Dubai,245,89,150,2025-12-22,295455.3
PRD00603,WH002,Mumbai,200,107,258,2025-12-12,241188.0
PRD00603,WH005,Chennai,482,20,131,2025-12-03,581263.08
PRD00603,WH007,Bhubaneswar,188,78,162,2025-12-11,226716.72
PRD00603,WH006,Kolkata,172,95,162,2025-12-17,207421.68
PRD00604,WH008,Dubai,136,57,213,2025-12-24,297130.08
PRD00604,WH004,Hyderabad,67,46,156,2025-12-22,146380.26
PRD00604,WH002,Mumbai,283,29,259,2025-12-28,618292.74
PRD00604,WH007,Bhubaneswar,783,72,101,2025-12-08,1710682.74
PRD00605,WH006,Kolkata,250,105,85,2025-12-12,884105.0
PRD00605,WH002,Mumbai,521,86,225,2025-12-06,1842474.82
PRD00605,WH007,Bhubaneswar,361,80,170,2025-12-20,1276647.62
PRD00606,WH008,Dubai,141,73,292,2025-12-15,331103.25
PRD00606,WH006,Kolkata,714,62,104,2025-12-15,1676650.5
PRD00606,WH005,Chennai,160,39,252,2025-12-04,375720.0
PRD00607,WH006,Kolkata,445,90,215,2025-12-24,491079.75
PRD00607,WH004,Hyderabad,614,66,86,2025-12-03,677579.7
PRD00607,WH008,Dubai,341,32,263,2025-12-17,376310.55
PRD00608,WH006,Kolkata,432,84,97,2025-12-23,1898868.96
PRD00608,WH003,Delhi,871,54,157,2025-12-19,3828506.63
PRD00608,WH008,Dubai,588,48,83,2025-12-21,2584571.64
PRD00608,WH002,Mumbai,893,70,169,2025-12-06,3925208.29
PRD00608,WH001,Bangalore,226,43,234,2025-12-02,993389.78
PRD00609,WH007,Bhubaneswar,202,58,268,2025-12-25,13107.78
PRD00609,WH003,Delhi,661,30,170,2025-12-11,42892.29
PRD00609,WH001,Bangalore,390,72,99,2025-12-07,25307.1
PRD00609,WH002,Mumbai,91,117,289,2025-12-19,5904.99
PRD00609,WH004,Hyderabad,25,92,238,2025-12-26,1622.25
PRD00610,WH001,Bangalore,780,118,149,2025-12-20,36450952.2
PRD00610,WH008,Dubai,67,79,193,2025-12-02,3131043.33
PRD00610,WH005,Chennai,603,59,280,2025-12-27,28179389.97
PRD00611,WH001,Bangalore,377,71,154,2025-12-22,310071.19
PRD00611,WH005,Chennai,534,118,116,2025-12-03,439198.98
PRD00611,WH003,Delhi,379,52,204,2025-12-21,311716.13
PRD00611,WH004,Hyderabad,748,48,80,2025-12-11,615207.56
PRD00612,WH004,Hyderabad,391,89,258,2025-12-14,1556465.43
PRD00612,WH006,Kolkata,85,100,54,2025-12-04,338362.05
PRD00612,WH005,Chennai,627,114,168,2025-12-30,2495917.71
PRD00613,WH003,Delhi,594,104,82,2025-12-10,12872039.4
PRD00613,WH002,Mumbai,248,54,136,2025-12-29,5374184.8
PRD00613,WH005,Chennai,337,83,53,2025-12-09,7302823.7
PRD00614,WH003,Delhi,132,82,221,2025-12-07,295093.92
PRD00614,WH006,Kolkata,525,73,167,2025-12-28,1173669.0
PRD00614,WH001,Bangalore,82,64,95,2025-12-22,183315.92
PRD00614,WH002,Mumbai,29,51,105,2025-12-22,64831.24
PRD00614,WH008,Dubai,178,36,61,2025-12-13,397929.68
PRD00615,WH004,Hyderabad,593,94,169,2025-12-05,458922.7
PRD00615,WH001,Bangalore,715,59,70,2025-12-03,553338.5
PRD00615,WH005,Chennai,42,31,202,2025-12-21,32503.8
PRD00615,WH003,Delhi,721,35,111,2025-12-22,557981.9
