Visit_ID,Customer_ID,Visit_Date,Device_Type,Browser,Traffic_Source,Page_Views,Session_Duration_Seconds,Cart_Additions,Checkout_Started
VIS00022481,CUST010460,2022-01-14,Tablet,Safari,Email,1,1356,0,0
VIS00022482,CUST001487,2024-04-08,Tablet,Chrome,WhatsApp,14,734,5,0
VIS00022483,CUST001329,2023-10-31,Desktop,Chrome,Affiliate,12,625,3,0
VIS00022484,CUST007441,2025-04-11,Mobile,Firefox,Affiliate,11,583,1,0
VIS00022485,CUST010015,2022-08-22,Tablet,Edge,Instagram,3,550,2,0
VIS00022486,CUST008753,2025-06-02,Mobile,Edge,Instagram,3,113,0,0
VIS00022487,CUST013447,2024-08-18,Desktop,Chrome,Direct,5,1132,4,1
VIS00022488,CUST012279,2024-01-29,Tablet,Edge,Direct,16,1163,5,0
VIS00022489,CUST011916,2025-01-26,Desktop,Firefox,SEO,11,1364,0,1
VIS00022490,CUST003920,2022-05-07,Desktop,Firefox,Direct,5,1137,5,1
VIS00022491,CUST011938,2025-02-13,Tablet,Chrome,Google Ads,14,1711,0,0
VIS00022492,CUST006249,2023-01-18,Mobile,Edge,Instagram,8,1527,4,1
VIS00022493,CUST013766,2022-05-08,Desktop,Firefox,Email,4,893,4,1
VIS00022494,CUST008490,2023-11-16,Desktop,Firefox,WhatsApp,18,726,4,0
VIS00022495,CUST000036,2022-09-14,Tablet,Edge,Google Ads,7,1123,5,1
VIS00022496,CUST014943,2024-12-23,Desktop,Chrome,Affiliate,5,1083,4,1
VIS00022497,CUST012226,2025-05-14,Desktop,Edge,Instagram,13,752,4,1
VIS00022498,CUST006178,2024-11-12,Tablet,Chrome,Email,18,212,2,1
VIS00022499,CUST005737,2025-01-24,Tablet,Edge,YouTube,8,453,4,0
VIS00022500,CUST007640,2024-02-27,Mobile,Safari,WhatsApp,14,1209,0,0
VIS00022501,CUST007415,2023-04-29,Desktop,Edge,Affiliate,11,788,3,0
VIS00022502,CUST000371,2023-10-25,Desktop,Edge,WhatsApp,9,982,3,1
VIS00022503,CUST010553,2023-08-17,Mobile,Firefox,Instagram,4,1123,5,1
VIS00022504,CUST004512,2024-08-26,Tablet,Firefox,Google Ads,6,1706,3,0
VIS00022505,CUST013388,2022-02-21,Tablet,Edge,Facebook,1,1207,4,1
VIS00022506,CUST005563,2022-10-10,Desktop,Firefox,Direct,16,943,0,1
VIS00022507,CUST008137,2023-07-03,Tablet,Chrome,Affiliate,8,221,3,0
VIS00022508,CUST000155,2023-06-10,Desktop,Safari,SEO,12,1775,0,0
VIS00022509,CUST000666,2022-07-22,Mobile,Safari,Affiliate,16,1656,2,0
VIS00022510,CUST014278,2023-12-12,Desktop,Edge,Instagram,10,1159,4,0
VIS00022511,CUST010644,2025-12-10,Mobile,Safari,YouTube,15,1720,0,1
VIS00022512,CUST013969,2024-11-13,Desktop,Safari,Direct,9,699,5,1
VIS00022513,CUST003488,2022-06-21,Desktop,Chrome,Affiliate,5,393,1,0
VIS00022514,CUST012975,2025-07-31,Desktop,Chrome,Facebook,7,1219,5,1
VIS00022515,CUST012577,2023-01-03,Mobile,Chrome,Facebook,4,546,3,0
VIS00022516,CUST007485,2023-02-06,Mobile,Firefox,Direct,6,186,5,1
VIS00022517,CUST012792,2023-11-18,Tablet,Chrome,Facebook,16,383,1,1
VIS00022518,CUST005960,2023-10-30,Desktop,Chrome,Affiliate,1,421,4,1
VIS00022519,CUST004780,2024-07-09,Desktop,Edge,Instagram,12,1300,4,0
VIS00022520,CUST004247,2023-12-01,Desktop,Safari,Instagram,17,847,3,0
VIS00022521,CUST007827,2022-07-29,Tablet,Safari,Email,10,796,2,0
VIS00022522,CUST011472,2023-12-04,Tablet,Chrome,Instagram,1,1686,4,0
VIS00022523,CUST007090,2025-08-26,Desktop,Chrome,Email,13,1354,2,1
VIS00022524,CUST004178,2023-05-14,Desktop,Safari,Instagram,8,381,2,1
VIS00022525,CUST012615,2025-09-13,Mobile,Chrome,Affiliate,4,1498,4,0
VIS00022526,CUST014667,2022-11-14,Desktop,Firefox,WhatsApp,11,1418,5,1
VIS00022527,CUST010327,2025-08-04,Tablet,Chrome,WhatsApp,5,1735,4,1
VIS00022528,CUST010002,2025-09-09,Desktop,Safari,Facebook,15,563,3,0
VIS00022529,CUST012916,2022-05-23,Mobile,Firefox,Email,1,119,4,1
VIS00022530,CUST000828,2024-11-09,Mobile,Edge,WhatsApp,18,38,2,1
VIS00022531,CUST011687,2022-05-15,Mobile,Chrome,Email,9,480,4,1
VIS00022532,CUST012627,2023-02-28,Tablet,Edge,Direct,10,771,4,0
VIS00022533,CUST006218,2022-08-08,Desktop,Edge,Instagram,14,1124,1,0
VIS00022534,CUST012361,2025-02-07,Tablet,Edge,Facebook,7,1567,4,0
VIS00022535,CUST010677,2023-02-06,Mobile,Chrome,Facebook,11,97,5,1
VIS00022536,CUST007714,2025-11-13,Mobile,Chrome,Facebook,8,1112,2,0
VIS00022537,CUST006053,2025-05-01,Tablet,Edge,Email,17,1680,0,0
VIS00022538,CUST003884,2022-01-04,Tablet,Firefox,Facebook,13,354,1,0
VIS00022539,CUST006478,2025-03-29,Tablet,Chrome,YouTube,14,936,4,1
VIS00022540,CUST008657,2022-01-20,Tablet,Edge,Google Ads,9,886,0,1
VIS00022541,CUST004317,2025-04-26,Mobile,Firefox,WhatsApp,13,1713,5,1
VIS00022542,CUST011786,2022-09-27,Mobile,Chrome,Google Ads,8,802,0,0
VIS00022543,CUST014528,2025-04-02,Tablet,Firefox,YouTube,11,186,2,0
VIS00022544,CUST012723,2022-01-21,Tablet,Edge,SEO,1,497,1,1
VIS00022545,CUST014536,2023-01-14,Tablet,Edge,WhatsApp,6,59,1,1
VIS00022546,CUST013490,2024-06-07,Tablet,Edge,Affiliate,1,1650,4,0
VIS00022547,CUST014747,2024-06-08,Tablet,Firefox,Google Ads,1,927,0,0
VIS00022548,CUST006024,2022-04-19,Mobile,Edge,Email,1,1669,4,0
VIS00022549,CUST007616,2022-04-09,Tablet,Safari,Instagram,13,197,4,0
VIS00022550,CUST014744,2024-12-11,Mobile,Safari,Facebook,9,1230,0,1
VIS00022551,CUST004918,2022-08-23,Tablet,Edge,Direct,7,1086,0,1
VIS00022552,CUST012970,2024-11-12,Desktop,Edge,Facebook,2,43,5,0
VIS00022553,CUST002378,2023-06-20,Mobile,Safari,YouTube,16,1277,4,1
VIS00022554,CUST002194,2022-01-13,Desktop,Chrome,YouTube,4,916,0,1
VIS00022555,CUST000613,2024-08-05,Tablet,Edge,Instagram,7,1374,2,0
VIS00022556,CUST006117,2025-12-30,Desktop,Edge,Affiliate,4,677,1,1
VIS00022557,CUST009143,2024-03-25,Mobile,Safari,WhatsApp,16,1088,0,0
VIS00022558,CUST008600,2025-05-04,Desktop,Edge,Instagram,17,1657,0,1
VIS00022559,CUST005004,2024-11-07,Tablet,Safari,SEO,2,179,5,0
VIS00022560,CUST002794,2022-01-21,Desktop,Firefox,Email,3,606,4,0
VIS00022561,CUST005460,2025-12-03,Desktop,Chrome,Affiliate,14,1478,3,1
VIS00022562,CUST014579,2023-11-30,Desktop,Safari,Google Ads,6,730,2,0
VIS00022563,CUST014403,2025-06-03,Desktop,Firefox,Instagram,17,632,0,0
VIS00022564,CUST011957,2024-11-30,Desktop,Chrome,YouTube,9,952,0,1
VIS00022565,CUST000735,2024-06-20,Mobile,Firefox,SEO,17,187,1,1
VIS00022566,CUST013087,2023-02-27,Tablet,Edge,WhatsApp,8,686,3,0
VIS00022567,CUST009504,2022-05-07,Tablet,Firefox,Google Ads,4,528,1,0
VIS00022568,CUST013772,2022-04-27,Tablet,Safari,Google Ads,4,342,1,1
VIS00022569,CUST006663,2023-02-02,Tablet,Safari,Facebook,6,35,2,0
VIS00022570,CUST013997,2024-02-10,Mobile,Safari,Facebook,16,49,3,1
VIS00022571,CUST011924,2024-06-17,Desktop,Safari,YouTube,2,774,0,1
VIS00022572,CUST000027,2024-09-10,Desktop,Safari,YouTube,4,461,0,1
VIS00022573,CUST006421,2022-04-15,Mobile,Firefox,Facebook,12,336,4,1
VIS00022574,CUST009150,2023-03-14,Tablet,Edge,Direct,2,715,5,0
VIS00022575,CUST008796,2022-11-08,Tablet,Chrome,Email,15,1158,4,0
VIS00022576,CUST004639,2023-12-01,Desktop,Safari,Google Ads,8,891,5,1
VIS00022577,CUST008595,2024-08-14,Tablet,Chrome,WhatsApp,15,953,2,0
VIS00022578,CUST011190,2024-01-07,Tablet,Chrome,Direct,13,1573,5,0
VIS00022579,CUST005764,2022-02-28,Tablet,Edge,Direct,10,1783,1,0
VIS00022580,CUST002064,2025-03-11,Tablet,Edge,YouTube,13,664,0,0
VIS00022581,CUST001827,2023-01-20,Desktop,Safari,SEO,4,1515,3,1
VIS00022582,CUST009169,2023-07-06,Mobile,Firefox,Email,7,493,0,1
VIS00022583,CUST002889,2025-01-24,Mobile,Safari,YouTube,18,1003,2,0
VIS00022584,CUST000089,2022-08-10,Mobile,Edge,YouTube,9,657,0,1
VIS00022585,CUST003671,2022-08-19,Mobile,Edge,Direct,14,980,5,0
VIS00022586,CUST005535,2024-07-08,Mobile,Safari,Instagram,3,1546,4,0
VIS00022587,CUST013107,2025-10-21,Mobile,Chrome,Google Ads,3,708,0,0
VIS00022588,CUST011697,2025-04-17,Desktop,Firefox,Google Ads,9,1750,3,0
VIS00022589,CUST002739,2022-01-16,Desktop,Chrome,WhatsApp,18,391,0,0
VIS00022590,CUST012183,2024-12-05,Tablet,Chrome,Affiliate,18,793,0,0
VIS00022591,CUST005548,2025-12-09,Desktop,Chrome,Affiliate,7,703,0,0
VIS00022592,CUST012831,2023-12-02,Tablet,Chrome,Google Ads,11,1450,3,0
VIS00022593,CUST000832,2025-05-16,Mobile,Edge,Google Ads,18,102,1,0
VIS00022594,CUST001787,2023-11-05,Mobile,Edge,Email,1,1446,5,0
VIS00022595,CUST000669,2023-04-10,Tablet,Firefox,Affiliate,14,1132,1,0
VIS00022596,CUST010991,2023-02-27,Mobile,Firefox,WhatsApp,6,736,2,0
VIS00022597,CUST001393,2022-08-17,Desktop,Firefox,WhatsApp,8,778,0,1
VIS00022598,CUST002234,2025-03-16,Tablet,Safari,Google Ads,6,1136,4,0
VIS00022599,CUST013945,2022-07-01,Mobile,Firefox,Email,2,349,2,0
VIS00022600,CUST001185,2025-07-21,Tablet,Chrome,Instagram,13,1685,1,0
VIS00022601,CUST010395,2023-09-03,Desktop,Firefox,Affiliate,1,937,0,0
VIS00022602,CUST012940,2024-03-19,Desktop,Firefox,Instagram,2,854,3,0
VIS00022603,CUST003871,2024-02-06,Mobile,Chrome,Google Ads,13,1509,2,0
VIS00022604,CUST000236,2025-02-24,Desktop,Chrome,WhatsApp,15,352,5,1
VIS00022605,CUST014838,2023-10-13,Desktop,Firefox,Email,8,188,2,1
VIS00022606,CUST013248,2023-04-11,Desktop,Firefox,Affiliate,2,49,1,1
VIS00022607,CUST008583,2024-04-01,Tablet,Chrome,SEO,12,503,3,0
VIS00022608,CUST005799,2022-05-21,Tablet,Safari,Affiliate,11,254,4,1
VIS00022609,CUST011017,2024-05-22,Mobile,Chrome,WhatsApp,17,524,0,1
VIS00022610,CUST011133,2023-04-03,Tablet,Firefox,WhatsApp,17,1232,3,0
VIS00022611,CUST007711,2022-05-24,Tablet,Chrome,Google Ads,12,898,2,0
VIS00022612,CUST014188,2025-07-31,Desktop,Safari,Facebook,17,221,1,0
VIS00022613,CUST005111,2022-10-04,Mobile,Chrome,Google Ads,4,1333,1,1
VIS00022614,CUST001487,2024-01-05,Desktop,Safari,Instagram,16,1523,3,1
VIS00022615,CUST008001,2023-09-30,Desktop,Edge,YouTube,10,995,4,1
VIS00022616,CUST014104,2022-09-22,Mobile,Safari,WhatsApp,14,954,1,0
VIS00022617,CUST000554,2022-09-14,Desktop,Firefox,Direct,4,143,4,1
VIS00022618,CUST008452,2022-05-07,Desktop,Edge,SEO,9,1674,0,0
VIS00022619,CUST011202,2024-07-14,Mobile,Safari,Email,15,154,5,1
VIS00022620,CUST007777,2023-05-20,Desktop,Firefox,WhatsApp,17,1446,1,0
VIS00022621,CUST013931,2025-05-03,Mobile,Firefox,SEO,8,1507,3,1
VIS00022622,CUST011126,2024-04-21,Tablet,Firefox,YouTube,12,1135,1,1
VIS00022623,CUST004799,2024-12-01,Desktop,Firefox,YouTube,14,34,1,1
VIS00022624,CUST005811,2024-10-19,Mobile,Chrome,Email,4,132,3,0
VIS00022625,CUST002766,2025-05-14,Tablet,Edge,Facebook,2,1396,2,1
VIS00022626,CUST011078,2023-01-01,Tablet,Firefox,Affiliate,9,367,1,0
VIS00022627,CUST008465,2022-05-07,Mobile,Chrome,WhatsApp,1,167,0,1
VIS00022628,CUST011684,2022-06-04,Mobile,Chrome,Instagram,13,425,3,1
VIS00022629,CUST007865,2023-03-15,Tablet,Chrome,Instagram,10,1381,2,1
VIS00022630,CUST008135,2025-05-21,Mobile,Safari,Facebook,6,730,1,0
VIS00022631,CUST002108,2025-10-08,Desktop,Safari,Google Ads,3,1295,2,1
VIS00022632,CUST006383,2025-09-02,Mobile,Edge,Facebook,4,82,2,1
VIS00022633,CUST013350,2025-01-04,Tablet,Edge,YouTube,7,1267,5,0
VIS00022634,CUST002946,2022-07-15,Tablet,Edge,Affiliate,6,386,5,1
VIS00022635,CUST008990,2023-06-29,Desktop,Chrome,YouTube,18,1418,3,1
VIS00022636,CUST000091,2025-06-06,Mobile,Edge,Google Ads,12,1264,2,1
VIS00022637,CUST001997,2025-09-29,Mobile,Safari,Affiliate,9,1043,5,1
VIS00022638,CUST007269,2024-11-18,Tablet,Chrome,Email,5,1373,1,0
VIS00022639,CUST009457,2022-01-18,Desktop,Firefox,Affiliate,1,1052,0,0
VIS00022640,CUST014406,2024-04-13,Desktop,Chrome,Affiliate,10,785,5,0
VIS00022641,CUST013286,2025-06-02,Tablet,Chrome,Instagram,17,1792,5,0
VIS00022642,CUST008417,2025-06-28,Mobile,Firefox,YouTube,5,480,3,1
VIS00022643,CUST006871,2024-04-21,Desktop,Safari,Instagram,15,952,1,0
VIS00022644,CUST000106,2024-09-17,Tablet,Firefox,YouTube,1,1750,2,1
VIS00022645,CUST002034,2024-11-10,Desktop,Safari,WhatsApp,1,850,3,0
VIS00022646,CUST011946,2022-12-26,Mobile,Firefox,WhatsApp,18,436,2,1
VIS00022647,CUST011662,2025-03-24,Tablet,Safari,SEO,15,554,5,0
VIS00022648,CUST011111,2023-12-28,Desktop,Firefox,Instagram,16,811,4,1
VIS00022649,CUST012696,2023-08-28,Tablet,Edge,Facebook,17,1150,2,0
VIS00022650,CUST013001,2024-10-05,Tablet,Chrome,Affiliate,14,677,5,0
VIS00022651,CUST007926,2024-07-09,Tablet,Safari,Google Ads,13,405,2,0
VIS00022652,CUST014670,2025-08-31,Desktop,Edge,WhatsApp,3,353,1,0
VIS00022653,CUST005675,2023-02-25,Desktop,Edge,Direct,10,510,1,0
VIS00022654,CUST003004,2025-10-26,Tablet,Firefox,WhatsApp,7,1095,5,1
VIS00022655,CUST011975,2025-04-23,Tablet,Safari,Email,7,770,4,0
VIS00022656,CUST010409,2024-08-09,Tablet,Safari,YouTube,1,808,5,0
VIS00022657,CUST001550,2024-05-17,Mobile,Safari,Email,9,1050,2,0
VIS00022658,CUST007836,2023-09-01,Desktop,Edge,YouTube,3,25,0,1
VIS00022659,CUST003979,2024-09-15,Mobile,Edge,WhatsApp,18,184,2,0
VIS00022660,CUST014462,2025-11-15,Desktop,Chrome,Direct,7,252,4,0
VIS00022661,CUST001902,2022-11-29,Desktop,Safari,Direct,12,823,2,0
VIS00022662,CUST006064,2022-03-08,Tablet,Firefox,WhatsApp,4,1108,2,1
VIS00022663,CUST010824,2025-08-03,Desktop,Chrome,Direct,8,718,2,1
VIS00022664,CUST000883,2024-02-24,Mobile,Chrome,Affiliate,14,650,3,1
VIS00022665,CUST012332,2025-10-29,Mobile,Safari,Instagram,7,1397,0,1
VIS00022666,CUST009576,2022-12-21,Tablet,Edge,WhatsApp,15,478,1,0
VIS00022667,CUST012084,2022-09-07,Tablet,Firefox,Direct,13,528,4,1
VIS00022668,CUST006600,2024-09-16,Mobile,Firefox,Facebook,15,1249,2,0
VIS00022669,CUST011177,2022-05-23,Desktop,Edge,WhatsApp,10,461,5,0
VIS00022670,CUST002666,2023-04-05,Mobile,Firefox,Email,3,1792,2,1
VIS00022671,CUST002280,2024-03-31,Mobile,Chrome,Affiliate,12,432,3,0
VIS00022672,CUST010937,2024-08-07,Desktop,Chrome,Affiliate,10,675,3,1
VIS00022673,CUST008994,2024-08-04,Mobile,Chrome,WhatsApp,13,1034,5,0
VIS00022674,CUST012280,2025-07-25,Mobile,Firefox,Instagram,13,1513,1,1
VIS00022675,CUST004551,2022-01-24,Mobile,Firefox,SEO,12,931,4,0
VIS00022676,CUST013340,2023-06-20,Desktop,Firefox,Direct,6,1065,2,1
VIS00022677,CUST008002,2022-04-17,Desktop,Safari,Email,2,867,5,1
VIS00022678,CUST005654,2022-03-29,Mobile,Chrome,Instagram,6,1088,0,1
VIS00022679,CUST004909,2025-07-24,Desktop,Firefox,YouTube,14,1546,0,0
VIS00022680,CUST011386,2024-01-21,Tablet,Safari,Affiliate,13,1505,1,1
VIS00022681,CUST000874,2024-05-02,Mobile,Chrome,Email,1,1588,5,1
VIS00022682,CUST009066,2022-03-06,Mobile,Firefox,SEO,11,937,2,1
VIS00022683,CUST000564,2022-04-21,Tablet,Edge,WhatsApp,4,1462,0,0
VIS00022684,CUST007844,2025-05-06,Tablet,Firefox,Instagram,7,1459,0,0
VIS00022685,CUST006474,2025-05-08,Desktop,Chrome,Instagram,11,144,4,0
VIS00022686,CUST002656,2024-03-15,Desktop,Chrome,Direct,13,1494,5,0
VIS00022687,CUST000093,2024-02-02,Mobile,Chrome,SEO,15,1130,1,0
VIS00022688,CUST005466,2022-11-25,Desktop,Safari,Email,13,1471,1,0
VIS00022689,CUST006948,2022-11-04,Tablet,Firefox,Google Ads,18,1307,2,0
VIS00022690,CUST013070,2023-11-18,Tablet,Safari,Instagram,3,176,5,1
VIS00022691,CUST000004,2022-07-10,Desktop,Safari,Facebook,17,772,3,1
VIS00022692,CUST000725,2023-04-04,Tablet,Firefox,YouTube,16,154,1,1
VIS00022693,CUST002422,2022-05-08,Desktop,Edge,YouTube,18,418,5,0
VIS00022694,CUST008237,2024-02-18,Mobile,Chrome,Instagram,2,1272,5,0
VIS00022695,CUST004017,2024-03-09,Tablet,Chrome,Affiliate,11,721,2,1
VIS00022696,CUST000901,2022-11-20,Desktop,Edge,Facebook,15,1286,4,1
VIS00022697,CUST008117,2024-02-05,Mobile,Firefox,Facebook,10,1552,1,0
VIS00022698,CUST009706,2022-10-10,Tablet,Chrome,Affiliate,14,45,0,1
VIS00022699,CUST002413,2025-07-18,Mobile,Safari,Facebook,5,850,5,1
VIS00022700,CUST001499,2022-01-12,Tablet,Edge,Google Ads,17,1092,2,0
VIS00022701,CUST007988,2024-03-20,Mobile,Firefox,Google Ads,15,821,0,0
VIS00022702,CUST008958,2025-04-08,Tablet,Firefox,SEO,16,472,0,1
VIS00022703,CUST009672,2025-08-07,Desktop,Edge,Affiliate,8,1269,0,1
VIS00022704,CUST009711,2024-07-17,Desktop,Chrome,Facebook,14,565,0,0
VIS00022705,CUST013978,2024-07-27,Desktop,Chrome,Direct,7,1385,3,1
VIS00022706,CUST013535,2024-12-27,Desktop,Chrome,Direct,7,1724,0,1
VIS00022707,CUST013485,2022-12-25,Tablet,Safari,Google Ads,18,247,0,0
VIS00022708,CUST012726,2024-06-15,Mobile,Firefox,YouTube,5,745,3,1
VIS00022709,CUST014570,2022-06-06,Mobile,Edge,SEO,8,838,0,1
VIS00022710,CUST002531,2024-02-29,Mobile,Chrome,Email,17,1492,2,0
VIS00022711,CUST003710,2024-05-18,Mobile,Chrome,WhatsApp,2,1521,0,0
VIS00022712,CUST001778,2025-04-13,Desktop,Edge,YouTube,16,534,4,0
VIS00022713,CUST003929,2022-02-20,Mobile,Chrome,WhatsApp,7,1187,2,0
VIS00022714,CUST002540,2022-05-25,Desktop,Edge,Instagram,1,320,1,0
VIS00022715,CUST000703,2025-04-04,Mobile,Safari,YouTube,9,1292,5,0
VIS00022716,CUST004457,2022-03-15,Tablet,Edge,WhatsApp,5,993,5,1
VIS00022717,CUST007616,2024-09-30,Tablet,Firefox,Affiliate,14,1514,1,0
VIS00022718,CUST011271,2022-08-30,Tablet,Safari,Facebook,1,254,2,1
VIS00022719,CUST006792,2024-11-04,Desktop,Chrome,YouTube,5,1352,0,1
VIS00022720,CUST010795,2024-12-12,Mobile,Firefox,YouTube,5,1388,1,0
VIS00022721,CUST006011,2023-08-01,Mobile,Chrome,Affiliate,6,673,4,0
VIS00022722,CUST000717,2022-09-13,Tablet,Firefox,Instagram,10,972,4,0
VIS00022723,CUST009600,2022-02-19,Tablet,Safari,SEO,10,1192,2,0
VIS00022724,CUST000106,2022-09-29,Tablet,Firefox,Facebook,5,1391,1,1
VIS00022725,CUST014649,2025-08-14,Desktop,Firefox,WhatsApp,17,166,1,0
VIS00022726,CUST013414,2025-06-05,Mobile,Edge,Affiliate,17,1241,3,0
VIS00022727,CUST000850,2022-04-16,Desktop,Edge,Google Ads,16,966,1,0
VIS00022728,CUST012820,2022-04-19,Tablet,Firefox,Email,8,833,3,0
VIS00022729,CUST010340,2024-11-25,Desktop,Safari,Facebook,18,1695,1,0
VIS00022730,CUST001152,2022-05-16,Mobile,Chrome,Google Ads,15,89,0,0
VIS00022731,CUST002183,2023-07-03,Tablet,Chrome,Direct,4,151,5,0
VIS00022732,CUST001112,2024-05-20,Desktop,Safari,YouTube,3,145,3,1
VIS00022733,CUST004318,2022-11-22,Desktop,Chrome,Direct,7,1322,4,0
VIS00022734,CUST006456,2023-11-13,Mobile,Chrome,Email,1,195,5,0
VIS00022735,CUST000738,2024-02-20,Desktop,Safari,Email,13,509,3,1
VIS00022736,CUST004004,2022-10-26,Desktop,Chrome,Google Ads,10,1323,2,1
VIS00022737,CUST007893,2025-12-08,Tablet,Safari,Google Ads,15,708,4,0
VIS00022738,CUST001880,2022-01-27,Desktop,Safari,Affiliate,4,1492,0,0
VIS00022739,CUST003754,2023-04-16,Tablet,Edge,Email,7,353,0,0
VIS00022740,CUST004303,2023-07-27,Tablet,Safari,Direct,11,1368,2,1
VIS00022741,CUST014322,2023-04-05,Tablet,Edge,Email,6,530,2,0
VIS00022742,CUST009913,2022-10-04,Mobile,Edge,Google Ads,1,421,3,0
VIS00022743,CUST009951,2025-09-14,Mobile,Firefox,Direct,17,1769,2,1
VIS00022744,CUST012493,2025-08-14,Desktop,Safari,WhatsApp,12,670,3,0
VIS00022745,CUST009445,2022-02-19,Mobile,Firefox,Google Ads,5,1194,2,1
VIS00022746,CUST007587,2025-02-02,Mobile,Safari,YouTube,9,1128,1,0
VIS00022747,CUST005152,2023-10-09,Mobile,Safari,WhatsApp,10,725,3,1
VIS00022748,CUST003265,2022-06-27,Tablet,Chrome,Facebook,2,606,2,0
VIS00022749,CUST007856,2025-09-23,Tablet,Firefox,YouTube,5,1438,1,1
VIS00022750,CUST011917,2022-10-23,Desktop,Chrome,Google Ads,4,492,4,0
VIS00022751,CUST000407,2025-03-22,Tablet,Firefox,SEO,15,291,0,0
VIS00022752,CUST001522,2023-04-23,Tablet,Chrome,WhatsApp,16,914,3,1
VIS00022753,CUST006345,2025-09-07,Desktop,Firefox,Direct,15,1177,4,1
VIS00022754,CUST000488,2024-10-28,Tablet,Chrome,WhatsApp,11,1398,4,1
VIS00022755,CUST001374,2023-02-01,Desktop,Firefox,Instagram,10,1147,0,0
VIS00022756,CUST004975,2025-07-03,Desktop,Edge,Google Ads,15,951,2,1
VIS00022757,CUST003603,2022-12-17,Tablet,Chrome,Facebook,17,1596,5,1
VIS00022758,CUST001872,2023-11-15,Mobile,Chrome,Affiliate,3,1161,5,0
VIS00022759,CUST008117,2023-07-26,Desktop,Chrome,Affiliate,4,1244,3,0
VIS00022760,CUST006772,2025-04-25,Desktop,Chrome,Direct,3,313,3,1
VIS00022761,CUST002301,2025-06-27,Tablet,Chrome,Instagram,7,752,0,0
VIS00022762,CUST005451,2025-02-02,Mobile,Edge,SEO,4,558,1,0
VIS00022763,CUST003941,2025-02-13,Mobile,Safari,Facebook,18,1014,1,0
VIS00022764,CUST001539,2023-07-03,Desktop,Edge,Email,17,412,4,1
VIS00022765,CUST002356,2022-06-01,Tablet,Firefox,Direct,6,151,1,1
VIS00022766,CUST012593,2025-07-14,Desktop,Edge,Affiliate,10,627,0,1
VIS00022767,CUST007865,2025-06-29,Mobile,Firefox,Facebook,3,178,5,1
VIS00022768,CUST012374,2022-04-29,Desktop,Firefox,Affiliate,5,997,2,1
VIS00022769,CUST005147,2023-06-11,Tablet,Edge,YouTube,12,1230,1,1
VIS00022770,CUST009127,2025-11-09,Tablet,Safari,Affiliate,13,1574,1,0
VIS00022771,CUST001076,2023-04-19,Tablet,Chrome,WhatsApp,2,43,3,0
VIS00022772,CUST005452,2022-07-07,Mobile,Chrome,Instagram,13,244,4,1
VIS00022773,CUST006792,2022-11-28,Tablet,Firefox,Direct,17,1112,3,1
VIS00022774,CUST014704,2022-11-27,Tablet,Safari,SEO,5,1097,0,0
VIS00022775,CUST006653,2024-06-15,Mobile,Firefox,Direct,9,1505,0,1
VIS00022776,CUST005054,2023-05-30,Mobile,Chrome,Affiliate,3,39,2,0
VIS00022777,CUST007982,2023-11-01,Mobile,Safari,Affiliate,12,1663,1,1
VIS00022778,CUST014097,2024-10-23,Mobile,Chrome,SEO,7,1558,1,1
VIS00022779,CUST007345,2025-11-13,Desktop,Edge,WhatsApp,15,1568,0,0
VIS00022780,CUST009768,2022-07-31,Mobile,Edge,Google Ads,15,85,4,1
VIS00022781,CUST011374,2023-02-18,Desktop,Chrome,SEO,3,262,1,0
VIS00022782,CUST009131,2024-03-23,Desktop,Edge,Google Ads,11,1027,2,1
VIS00022783,CUST011340,2025-03-06,Mobile,Safari,Facebook,17,1432,5,1
VIS00022784,CUST010071,2022-01-31,Desktop,Firefox,Instagram,9,1209,1,1
VIS00022785,CUST002957,2023-10-20,Mobile,Edge,Facebook,11,1223,0,1
VIS00022786,CUST005001,2022-04-20,Desktop,Firefox,Affiliate,1,1104,0,0
VIS00022787,CUST008697,2023-05-19,Mobile,Edge,YouTube,10,206,2,0
VIS00022788,CUST004838,2024-01-28,Desktop,Edge,Affiliate,7,187,4,0
VIS00022789,CUST003920,2024-11-17,Desktop,Chrome,SEO,12,312,3,0
VIS00022790,CUST001760,2025-10-12,Mobile,Edge,Instagram,16,923,0,0
VIS00022791,CUST003689,2022-04-10,Desktop,Firefox,WhatsApp,4,1018,1,1
VIS00022792,CUST010085,2024-12-02,Mobile,Firefox,Direct,15,428,3,0
VIS00022793,CUST009612,2024-02-05,Desktop,Chrome,SEO,7,528,0,1
VIS00022794,CUST007381,2024-04-29,Tablet,Chrome,WhatsApp,14,1165,1,0
VIS00022795,CUST006397,2024-09-29,Tablet,Chrome,Email,6,422,5,0
VIS00022796,CUST004133,2023-06-03,Desktop,Firefox,Instagram,14,599,1,1
VIS00022797,CUST014618,2024-06-17,Tablet,Safari,WhatsApp,16,1659,2,1
VIS00022798,CUST011573,2022-03-21,Tablet,Safari,SEO,3,270,1,1
VIS00022799,CUST009917,2022-03-29,Mobile,Safari,SEO,1,495,0,0
VIS00022800,CUST006533,2023-11-01,Desktop,Chrome,Instagram,14,1657,0,0
VIS00022801,CUST002090,2022-04-16,Tablet,Firefox,Affiliate,13,1559,2,0
VIS00022802,CUST012834,2022-01-03,Mobile,Safari,WhatsApp,7,246,5,0
